pair,group_col,group,n,mean_y_asym,pct_src_harder,mean_abs_shap__cat__semantic_field_contact,mean_abs_shap__cat__semantic_field_possession,mean_abs_shap__cat__semantic_field_attribute,mean_abs_shap__cat__tgt_pos_det,mean_abs_shap__cat__semantic_field_feeling,mean_abs_shap__num__tgt_session_count,mean_abs_shap__num__frequency,mean_abs_shap__cat__src_pos_conj,mean_abs_shap__cat__semantic_field_time,mean_abs_shap__cat__semantic_field_food,mean_abs_shap__cat__semantic_field_act,mean_abs_shap__cat__src_pos_det,mean_abs_shap__cat__semantic_field_location,mean_abs_shap__num__diff_sessions,mean_abs_shap__cat__semantic_field_group
EN<->IT,freq_bin,Q1,48,0.5148171352202926,0.5833333333333334,0.6538600325584412,0.5817695260047913,0.49632728099823,0.44610217213630676,0.40997087955474854,0.4824012219905853,0.4798405170440674,0.3052136301994324,0.19139473140239716,0.25562748312950134,0.2181592434644699,0.2486632615327835,0.20883809030056,0.24499563872814178,0.1979399174451828
EN<->IT,freq_bin,Q2,48,0.5610909955660338,0.6041666666666666,0.6686481833457947,0.6106051802635193,0.5551072955131531,0.46015867590904236,0.443446546792984,0.3543024957180023,0.21540121734142303,0.3322048485279083,0.28331366181373596,0.3001924455165863,0.2523439824581146,0.2554859220981598,0.25015902519226074,0.2561420798301697,0.2272760421037674
EN<->IT,freq_bin,Q4,48,1.2895596364436654,0.7916666666666666,0.6816195845603943,0.589177668094635,0.354418009519577,0.48546937108039856,0.5600446462631226,0.27749183773994446,0.4165165424346924,0.28315088152885437,0.33104291558265686,0.2788321077823639,0.21683765947818756,0.24744562804698944,0.21270255744457245,0.21627789735794067,0.17902369797229767
EN<->IT,freq_bin,Q3,47,0.5940205741060613,0.6808510638297872,0.6654613614082336,0.5755518674850464,0.5172026753425598,0.48371249437332153,0.4537644386291504,0.3308876156806946,0.30489251017570496,0.32189294695854187,0.33769911527633667,0.2675424814224243,0.35815081000328064,0.2588427662849426,0.3075442910194397,0.19007648527622223,0.25530174374580383
