pair,n,asym_mean,asym_median,asym_std,pct_src_harder
EN<->ES,1322,-1.0095777122556067,-0.7710973282579374,2.175536053646951,0.28290468986384265
EN<->IT,955,0.8119852195643936,0.891709324474733,2.799428616845191,0.6659685863874345
EN<->PT,1138,0.28168928842465346,0.110815435384918,3.1583766263575006,0.5281195079086116
